,url,api,class,method,description
5866,common/collect,com.google.common.collect,Class Sets,public static <E> Set<E> newIdentityHashSet(),"Creates an empty Set that uses identity to determine equality. It compares object references, instead of calling equals, to determine whether a provided object matches an element in the set. For example, contains returns false when passed an object that equals a set member, but isn't the same instance. This behavior is similar to the way IdentityHashMap handles key lookups."
5867,common/collect,com.google.common.collect,Class Sets,@GwtIncompatiblepublic static <E> CopyOnWriteArraySet<E> newCopyOnWriteArraySet(),"Creates an empty CopyOnWriteArraySet instance. Note: if you need an immutable empty Set, use Collections.emptySet() instead."
5868,common/collect,com.google.common.collect,Class Sets,@GwtIncompatiblepublic static <E> CopyOnWriteArraySet<E> newCopyOnWriteArraySet(Iterable<? extends E> elements),Creates a CopyOnWriteArraySet instance containing the given elements.
5869,common/collect,com.google.common.collect,Class Sets,public static <E extends Enum<E>> EnumSet<E> complementOf(Collection<E> collection),"Creates an EnumSet consisting of all enum values that are not in the specified collection. If the collection is an EnumSet, this method has the same behavior as EnumSet.complementOf(java.util.EnumSet<E>). Otherwise, the specified collection must contain at least one element, in order to determine the element type. If the collection could be empty, use complementOf(Collection, Class) instead of this method."
5870,common/collect,com.google.common.collect,Class Sets,"public static <E extends Enum<E>> EnumSet<E> complementOf(Collection<E> collection, Class<E> type)","Creates an EnumSet consisting of all enum values that are not in the specified collection. This is equivalent to EnumSet.complementOf(java.util.EnumSet<E>), but can act on any input collection, as long as the elements are of enum type."
5871,common/collect,com.google.common.collect,Class Sets,"@Deprecatedpublic static <E> Set<E> newSetFromMap(Map<E,Boolean> map)","Deprecated. Use Collections.newSetFromMap(java.util.Map<E, java.lang.Boolean>) instead."
5872,common/collect,com.google.common.collect,Class Sets,"public static <E> Sets.SetView<E> union(Set<? extends E> set1, Set<? extends E> set2)","Returns an unmodifiable view of the union of two sets. The returned set contains all elements that are contained in either backing set. Iterating over the returned set iterates first over all the elements of set1, then over each element of set2, in order, that is not contained in set1. Results are undefined if set1 and set2 are sets based on different equivalence relations (as HashSet, TreeSet, and the Map.keySet() of an IdentityHashMap all are)."
5873,common/collect,com.google.common.collect,Class Sets,"public static <E> Sets.SetView<E> intersection(Set<E> set1, Set<?> set2)","Returns an unmodifiable view of the intersection of two sets. The returned set contains all elements that are contained by both backing sets. The iteration order of the returned set matches that of set1. Results are undefined if set1 and set2 are sets based on different equivalence relations (as HashSet, TreeSet, and the keySet of an IdentityHashMap all are). Note: The returned view performs slightly better when set1 is the smaller of the two sets. If you have reason to believe one of your sets will generally be smaller than the other, pass it first. Unfortunately, since this method sets the generic type of the returned set based on the type of the first set passed, this could in rare cases force you to make a cast, for example: Set<Object> aFewBadObjects = ... Set<String> manyBadStrings = ... // impossible for a non-String to be in the intersection SuppressWarnings(unchecked) Set<String> badStrings = (Set) Sets.intersection( aFewBadObjects, manyBadStrings); This is unfortunate, but should come up only very rarely."
5874,common/collect,com.google.common.collect,Class Sets,"public static <E> Sets.SetView<E> difference(Set<E> set1, Set<?> set2)","Returns an unmodifiable view of the difference of two sets. The returned set contains all elements that are contained by set1 and not contained by set2. set2 may also contain elements not present in set1; these are simply ignored. The iteration order of the returned set matches that of set1. Results are undefined if set1 and set2 are sets based on different equivalence relations (as HashSet, TreeSet, and the keySet of an IdentityHashMap all are)."
5875,common/collect,com.google.common.collect,Class Sets,"public static <E> Sets.SetView<E> symmetricDifference(Set<? extends E> set1, Set<? extends E> set2)","Returns an unmodifiable view of the symmetric difference of two sets. The returned set contains all elements that are contained in either set1 or set2 but not in both. The iteration order of the returned set is undefined. Results are undefined if set1 and set2 are sets based on different equivalence relations (as HashSet, TreeSet, and the keySet of an IdentityHashMap all are)."
